FID,id,source,project,pcode,site_name,today,visit,status,geom,longitude,latitude,ward_name,village_name,site_status,site_type,site_registration,site_registration_reason,site_registration_date,site_registration_owner,site_access,workers_numb,women_numb,women_activity,children_numb,children_activity,tools,workers_accomodation,mineral_numb,mineral1_name,selling_points,processing_location,processing_steps,environment,environment_comment,conflict,conflict_comment,incident,incident_comment,authorities,authorities_freq,protection_quantity,protection_equipment,facilities
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d3,180,IPIS,IPIS - ZELA 2019,zwemine00173,Zeederburg south,2019-02-25,1,1,POINT (29.9657605668252 -20.3625621781342),29.96576057,-20.36256218,19,Mapolisa village 5,Exploration,underground / Reef,No,Registration is in process,,,Car,6,0,,0,,Shovels pick & chisel,In a support village,1,Gold,Fidelity Directly,Milling point,,No,,None,,None,,None,,Some of them,Helmets,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d2,181,IPIS,IPIS - ZELA 2019,zwemine00174,Zeederburg,2019-02-25,,1,POINT (29.9654162713394 -20.3596511350889),29.96541627,-20.35965114,19,Mapolisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d1,182,IPIS,IPIS - ZELA 2019,zwemine00175,Unknown,2019-02-25,0,1,POINT (29.9650340367075 -20.3576498109542),29.96503404,-20.35764981,19,Mapolisa village 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d0,184,IPIS,IPIS - ZELA 2019,zwemine00177,P.Hole,2019-02-25,1,1,POINT (29.9270098743931 -20.3994993945588),29.92700987,-20.39949939,19,Gunya,Production,underground / Reef,Yes,,2014-02-25,Individual,Truck,2,0,,0,,"Hoist (winches) Shovel,pick",On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,CID,Monthly,Some of them,Helmets Gumboots,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63cf,185,IPIS,IPIS - ZELA 2019,zwemine00178,S and R Syndicate,2019-02-25,1,1,POINT (29.9281042009898 -20.4007589651988),29.9281042,-20.40075897,19,Gunya,Production,underground / Reef,Yes,,2016-02-25,Individual,Truck,5,0,,0,,Jack hammers Compressors Hoist (winches),On site,1,Gold,Fidelity Agent on the mill,On site,Crushing Use of mercury,Yes,Deforestration,None,,None,,Police CID,Monthly,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ce,186,IPIS,IPIS - ZELA 2019,zwemine00302,Ngezi A,2019-02-25,1,1,POINT (29.927431371928 -20.398577991991),29.92743137,-20.39857799,19,Gunya,Production,underground / Reef,Yes,,2004-10-05,Individual,Truck,16,0,,0,,Jack hammers Compressors Dumpers Hoist (winches),On site On a compound,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,EMA Police CID,Monthly,Most of them,Helmets Gumboots Worksuits (overalls),None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63cd,187,IPIS,IPIS - ZELA 2019,zwemine00179,Otterton,2019-02-25,0,1,POINT (29.9162879751712 -20.4022726935119),29.91628798,-20.40227269,19,Gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63cc,188,IPIS,IPIS - ZELA 2019,zwemine00180,Otterton ,2019-02-25,1,1,POINT (29.9198139136852 -20.4061594747776),29.91981391,-20.40615947,19,Gunya,Production,underground / Reef,Yes,,2006-02-25,Individual,Truck,4,0,,0,,"Hoist (winches) Shovels,picks,",On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,EMA ZIMRA,Monthly,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63cb,189,IPIS,IPIS - ZELA 2019,zwemine00181,Cheshire mining syndicate,2019-02-25,0,1,POINT (29.9211334370284 -20.4076908112379),29.92113344,-20.40769081,19,Gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ca,190,IPIS,IPIS - ZELA 2019,zwemine00182,Avilla,2019-02-25,1,1,POINT (29.9221115652912 -20.4084866343761),29.92211157,-20.40848663,19,Gunya,Production,underground / Reef,Yes,,2009-02-25,Individual,Truck,2,0,,0,,"Hoist (winches) Shovel ,picks ,hammers",On site,1,Gold,Fidelity Agent on the mill,Milling point,,Yes,Open pits,None,,None,,None,,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c9,191,IPIS,IPIS - ZELA 2019,zwemine00183,Otterton mine,2019-02-25,0,1,POINT (29.9155565503221 -20.3955181114254),29.91555655,-20.39551811,19,Gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c8,192,IPIS,IPIS - ZELA 2019,zwemine00184,By Chance 21,2019-02-25,1,1,POINT (29.9254119560987 -20.4196359598819),29.92541196,-20.41963596,19,Gunya,Production,underground / Reef,Yes,,1998-02-25,Individual,Truck,3,1,Surface digging,0,,Hoist (winches),On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,None,,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c7,193,IPIS,IPIS - ZELA 2019,zwemine00185,Otterton  mine,2019-02-25,0,1,POINT (29.923058934236 -20.416944354763),29.92305893,-20.41694435,19,Gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c6,194,IPIS,IPIS - ZELA 2019,zwemine00186,Red Granite Investiment,2019-02-25,1,1,POINT (29.918424083018 -20.3674245070133),29.91842408,-20.36742451,19,Gunya,Production,underground / Reef,Yes,,2014-02-25,Company,Truck,105,3,"Cook, take shop keeper, metallurgist",0,,"Excavators Dumpers Stamp mill,ball mill,boiler",On a compound,1,Gold,Fidelity Directly,Milling point,,Yes,Slim waste disposal ,None,,None,,EMA CID Min of Mines Local authorities,Monthly,None,,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c5,196,IPIS,IPIS - ZELA 2019,zwemine00188,Chrome I,2019-02-26,0,1,POINT (29.8134956849157 -20.2306507180599),29.81349568,-20.23065072,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c4,197,IPIS,IPIS - ZELA 2019,zwemine00189,Chrome II,2019-02-26,0,1,POINT (29.8128760089405 -20.2323742952096),29.81287601,-20.2323743,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c3,198,IPIS,IPIS - ZELA 2019,zwemine00190,Chrome iii,2019-02-26,0,1,POINT (29.8110358905401 -20.2383350532111),29.81103589,-20.23833505,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c2,199,IPIS,IPIS - ZELA 2019,zwemine00192,Chrome iv,2019-02-26,0,1,POINT (29.8104503130082 -20.2404944224539),29.81045031,-20.24049442,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c1,200,IPIS,IPIS - ZELA 2019,zwemine00193,Chrome v,2019-02-26,0,1,POINT (29.809538403143 -20.2424711635622),29.8095384,-20.24247116,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63c0,201,IPIS,IPIS - ZELA 2019,zwemine00194,Chrome vi,2019-02-26,0,1,POINT (29.8092373079268 -20.2443741396403),29.80923731,-20.24437414,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63bf,202,IPIS,IPIS - ZELA 2019,zwemine00195,Chrome vii,2019-02-26,0,1,POINT (29.8089260090097 -20.2455866040485),29.80892601,-20.2455866,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63be,203,IPIS,IPIS - ZELA 2019,zwemine00196,Chrome viii,2019-02-26,0,1,POINT (29.8047270502304 -20.2423230258625),29.80472705,-20.24232303,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63bd,204,IPIS,IPIS - ZELA 2019,zwemine00197,Peter mahwendu,2019-02-26,1,1,POINT (29.8037438516594 -20.2486054793627),29.80374385,-20.24860548,5,Village 6,Production,Open Cast / Alluvial / trench,Yes,,2019-01-01,Individual,Truck,31,5,"Surface digging Hauling / loading / transporting (rocks, water, etc.)",,,"Excavators Shovels, loader,dumper, hammers, picks",In a support village,1,Chrome,other,Milling point,,Yes,"Trees cut down, huge open trenches",None,,None,,EMA Min of Mines,Irregularly,Some of them,Gumboots Worksuits (overalls),In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63bc,205,IPIS,IPIS - ZELA 2019,zwemine00198,Chrome x,2019-02-26,0,1,POINT (29.8033678686337 -20.2505249360856),29.80336787,-20.25052494,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63bb,206,IPIS,IPIS - ZELA 2019,zwemine00199,Chrome xi,2019-02-26,0,1,POINT (29.8031559870083 -20.2536683056335),29.80315599,-20.25366831,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ba,207,IPIS,IPIS - ZELA 2019,zwemine00200,Mahwindu,2019-02-26,0,1,POINT (29.808421215235 -20.2476427546544),29.80842122,-20.24764275,5,Mhondongori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b9,208,IPIS,IPIS - ZELA 2019,zwemine00201,Mawiti,2019-02-26,0,1,POINT (29.8083103405777 -20.2502972905364),29.80831034,-20.25029729,5,Mhondongori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b8,209,IPIS,IPIS - ZELA 2019,zwemine00202,Makurira,2019-02-26,0,1,POINT (29.8081289568672 -20.2514841231023),29.80812896,-20.25148412,5,Mhondongori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b7,210,IPIS,IPIS - ZELA 2019,zwemine00203,UNKNOWN,2019-02-26,0,1,POINT (29.8088356070395 -20.2579194867077),29.80883561,-20.25791949,5,Mhondongori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b6,211,IPIS,IPIS - ZELA 2019,zwemine00204,T and M syndicate,2019-02-26,1,1,POINT (29.8693847347074 -20.3121971904591),29.86938473,-20.31219719,5,Village 8,Production,underground / Reef,Yes,,2017-03-11,tributery,Truck Car Motorcycle Foot,5,0,,,,Jack hammers Compressors,In a support village,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits and land degradation,Local vs foreigners,The locals wanted to çolonise the site,None,,Police CID Health Local authorities,Irregularly,Some of them,Helmets Worksuits (overalls),None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b5,212,IPIS,IPIS - ZELA 2019,zwemine00205,makwrira,2019-02-26,0,1,POINT (29.827577495196 -20.2070051254265),29.8275775,-20.20700513,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b4,213,IPIS,IPIS - ZELA 2019,zwemine00206,pertmaz,2019-02-26,0,1,POINT (29.8272041285636 -20.2077860412624),29.82720413,-20.20778604,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b3,214,IPIS,IPIS - ZELA 2019,zwemine00207,kagonye,2019-02-26,0,1,POINT (29.8261596357062 -20.2091661428606),29.82615964,-20.20916614,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b2,215,IPIS,IPIS - ZELA 2019,zwemine00211,kagone,2019-02-26,0,1,POINT (29.8251534767032 -20.2100960423191),29.82515348,-20.21009604,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b1,216,IPIS,IPIS - ZELA 2019,zwemine00212,petmaz,2019-02-26,0,1,POINT (29.8249236698372 -20.210414962385),29.82492367,-20.21041496,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63b0,217,IPIS,IPIS - ZELA 2019,zwemine00213,mangemba,2019-02-26,0,1,POINT (29.8237243402529 -20.2108827292832),29.82372434,-20.21088273,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63af,218,IPIS,IPIS - ZELA 2019,zwemine00214,china zim,2019-02-26,0,1,POINT (29.8225659443778 -20.2125602842814),29.82256594,-20.21256028,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ae,219,IPIS,IPIS - ZELA 2019,zwemine00215,chinese,2019-02-26,0,1,POINT (29.8214325917269 -20.2141385544944),29.82143259,-20.21413855,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ad,220,IPIS,IPIS - ZELA 2019,zwemine00216,dinglee,2019-02-26,0,1,POINT (29.820593276031 -20.2168330967776),29.82059328,-20.2168331,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ac,221,IPIS,IPIS - ZELA 2019,zwemine00217,chineese,2019-02-26,0,1,POINT (29.8189664329748 -20.2193320975243),29.81896643,-20.2193321,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ab,222,IPIS,IPIS - ZELA 2019,zwemine00218,kagonye,2019-02-26,0,1,POINT (29.8183668774863 -20.2207074014589),29.81836688,-20.2207074,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63aa,223,IPIS,IPIS - ZELA 2019,zwemine00219,Dohwa,2019-02-26,1,1,POINT (29.8059576853262 -20.267211508131),29.80595769,-20.26721151,5,7B,Production,Open Cast / Alluvial / trench,Yes,,2018-03-01,tributery,Truck,15,0,,,,Excavators Dumpers Jack hammers,On site,1,Chrome,other,,,Yes,"Open pits,deforastration",Land disputes,Farmer to miner,None,,EMA Local authorities,Irregularly,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a9,224,IPIS,IPIS - ZELA 2019,zwemine00220,Dohwa,2019-02-26,1,1,POINT (29.8063357633573 -20.2665880572964),29.80633576,-20.26658806,5,7B,Production,Open Cast / Alluvial / trench,Yes,,2017-01-28,tributery,Truck,20,0,,,,Excavators Jack hammers Compressors Dumpers,On site,1,Chrome,other,,,Yes,"Deforastation,open pits",Land disputes Loss of livestock,Farmer to miner,None,,EMA Local authorities,Irregularly,Most of them,Helmets Gumboots Worksuits (overalls),In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a8,225,IPIS,IPIS - ZELA 2019,zwemine00221,Windmill section,2019-02-26,1,1,POINT (29.8064346164047 -20.2654073380665),29.80643462,-20.26540734,5,Village 7B,Production,Open Cast / Alluvial / trench,Yes,,,tributery,Truck,40,10,,,,Jack hammers Compressors Excavators Dumpers,In a support village,1,Chrome,other,,,Yes,Immense deforestation,None,,None,,EMA,Irregularly,Most of them,Helmets Gumboots Worksuits (overalls) Gloves Facemasks Earmuffs,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a7,243,IPIS,IPIS - ZELA 2019,zwemine00239,Kagonye,2019-02-26,1,1,POINT (29.8182919920408 -20.2218690283303),29.81829199,-20.22186903,5,7a,Production,Open Cast / Alluvial / trench,Yes,,,tributery,Foot,20,14,"Surface digging Breaking, skirting",,,Dumpers Excavators Jack hammers,On a compound,1,Chrome,other,Milling point,,Yes,Big open un secured pits and deforestation,None,,Loss of property,Tools,EMA,Irregularly,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a6,226,IPIS,IPIS - ZELA 2019,zwemine00222,Above 4,2019-02-26,1,1,POINT (29.8723626487264 -20.3113997013134),29.87236265,-20.3113997,5,Village 8,Exploration,underground / Reef,Yes,,2013-05-01,Individual,Truck,5,1,Cooking,,,"Metal detectors Pick, shovels",In a support village,1,Gold,Fidelity Agent on the mill,On site,They are using metal detectors,No,,None,,None,,Police CID Local authorities,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a5,227,IPIS,IPIS - ZELA 2019,zwemine00223,Reva2,2019-02-26,1,1,POINT (29.8129738345872 -20.2296712828304),29.81297383,-20.22967128,5,6,Production,Open Cast / Alluvial / trench,,,,,Truck,3,0,,,,Excavators,On site,1,Chrome,other,On site,Crushing,Yes,Land degradation,None,,None,,None,,All of them,Helmets Gumboots Worksuits (overalls) Facemasks,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a4,228,IPIS,IPIS - ZELA 2019,zwemine00224,Reva 2b,2019-02-26,0,1,POINT (29.8142227683584 -20.2285296992749),29.81422277,-20.2285297,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a3,229,IPIS,IPIS - ZELA 2019,zwemine00225,Mahwindu,2019-02-26,0,1,POINT (29.8143287955748 -20.2281740793939),29.8143288,-20.22817408,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a2,230,IPIS,IPIS - ZELA 2019,zwemine00226,Abandoned site,2019-02-26,0,1,POINT (29.8147392922455 -20.2268402037774),29.81473929,-20.2268402,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a1,231,IPIS,IPIS - ZELA 2019,zwemine00227,Abandoned site,2019-02-26,0,1,POINT (29.8153663100735 -20.2259423152931),29.81536631,-20.22594232,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63a0,232,IPIS,IPIS - ZELA 2019,zwemine00228,Abandoned site,2019-02-26,0,1,POINT (29.8166678223001 -20.2241296840139),29.81666782,-20.22412968,5,Village 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-639f,233,IPIS,IPIS - ZELA 2019,zwemine00229,Mangemba,2019-02-26,0,1,POINT (29.8273071079758 -20.2069470191828),29.82730711,-20.20694702,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-639e,234,IPIS,IPIS - ZELA 2019,zwemine00230,Kagonye,2019-02-26,0,1,POINT (29.826881345062 -20.2077180079213),29.82688135,-20.20771801,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-639d,235,IPIS,IPIS - ZELA 2019,zwemine00231,Mukanya,2019-02-26,0,1,POINT (29.8259589796836 -20.2092636281434),29.82595898,-20.20926363,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-639c,236,IPIS,IPIS - ZELA 2019,zwemine00232,Mangemba,2019-02-26,0,1,POINT (29.8245899571446 -20.2105518723724),29.82458996,-20.21055187,5,7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-639b,237,IPIS,IPIS - ZELA 2019,zwemine00233,Mhondongori community,2019-02-26,0,1,POINT (29.8234271001008 -20.2108466139675),29.8234271,-20.21084661,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-639a,238,IPIS,IPIS - ZELA 2019,zwemine00234,China zimbabwe,2019-02-26,0,1,POINT (29.8223390774705 -20.2125540716269),29.82233908,-20.21255407,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6399,239,IPIS,IPIS - ZELA 2019,zwemine00235,Billiat and scyindicate,2019-02-26,0,1,POINT (29.8211289609757 -20.2142903344539),29.82112896,-20.21429033,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6398,240,IPIS,IPIS - ZELA 2019,zwemine00236,Mathe,2019-02-26,0,1,POINT (29.8203973163116 -20.216737904584),29.82039732,-20.2167379,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6397,241,IPIS,IPIS - ZELA 2019,zwemine00237,Petmaz,2019-02-26,0,1,POINT (29.8192318316404 -20.2190416185506),29.81923183,-20.21904162,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6396,242,IPIS,IPIS - ZELA 2019,zwemine00238,Makurira,2019-02-26,0,1,POINT (29.8182511694378 -20.2207763822322),29.81825117,-20.22077638,5,7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6395,244,IPIS,IPIS - ZELA 2019,zwemine00240,Makurira,2019-02-26,0,1,POINT (29.8086880934175 -20.2460406395745),29.80868809,-20.24604064,5,Mhondongori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6394,245,IPIS,IPIS - ZELA 2019,zwemine00241,Chena mine,2019-02-27,1,1,POINT (30.0365431956426 -20.3388408378885),30.0365432,-20.33884084,19,Swift,Production,underground / Reef,Yes,,2010-02-27,Company,Truck Car Motorcycle Foot,3,0,,,,,In a support village,1,Gold,Fidelity Directly,On site,Use of cyanide Boiler,Yes,Land degradation,None,,None,,EMA Police CID RBZ Min of Mines Local authorities,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves Facemasks Safety glasses,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6393,246,IPIS,IPIS - ZELA 2019,zwemine00242,Wage 2,2019-02-27,1,1,POINT (30.0754768962892 -20.3673208174291),30.0754769,-20.36732082,19,Nill,Production,underground / Reef,Yes,,2013-08-27,Individual,Truck,4,0,,,,Jack hammers Compressors,On site,1,Gold,Fidelity Agent on the mill,Milling point,,Yes,Open pits,None,,None,,EMA Police CID,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6392,247,IPIS,IPIS - ZELA 2019,zwemine00243,Mai muziyoni,2019-02-27,0,1,POINT (30.084059161068 -20.3801525164439),30.08405916,-20.38015252,19,Sadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6391,248,IPIS,IPIS - ZELA 2019,zwemine00244,Zvegona A,2019-02-27,1,1,POINT (29.9746263665635 -20.3022070108592),29.97462637,-20.30220701,12,Manenji village,Production,underground / Reef,Yes,,2012-10-23,Cooperatives,Truck,15,0,,,,Hammers & chisel,In a support village,1,Gold,Fidelity Agent on the mill,Milling point,,Yes,Unresusted pits,None,,None,,CID,Irregularly,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6390,249,IPIS,IPIS - ZELA 2019,zwemine00245,Muguti,2019-02-27,0,1,POINT (30.0810765081713 -20.3726584740138),30.08107651,-20.37265847,19,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-638f,250,IPIS,IPIS - ZELA 2019,zwemine00246,Road mine ,2019-02-27,0,1,POINT (30.085510577586 -20.377605949702),30.08551058,-20.37760595,19,Nil township,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-638e,251,IPIS,IPIS - ZELA 2019,zwemine00247,Nhongo mine,2019-02-27,1,1,POINT (29.9735075547748 -20.3188991999315),29.97350755,-20.3188992,12,Ammon village,Production,Open Cast / Alluvial / trench,Yes,,2007-02-02,Individual,Truck,15,0,,,,"Jack hammers Compressors Excavators Dumpers Pick, Shovel",On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,None,,Most of them,Helmets Gumboots Worksuits (overalls),In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-638d,252,IPIS,IPIS - ZELA 2019,zwemine00248,PM syndicate,2019-02-27,1,1,POINT (29.9689494011717 -20.3193977195426),29.9689494,-20.31939772,12,Ammon village,Production,underground / Reef,Yes,,2018-08-16,Cooperatives,Truck,4,0,,,,"Manual ( picks, shovels, hammers, chiesels) ",In a support village On site,1,Gold,Fidelity Directly,Milling point,,Yes,Deforestation,Land disputes,Miner to miner & the community,None,,Local authorities CID,Irregularly,All of them,Helmets,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-638c,253,IPIS,IPIS - ZELA 2019,zwemine00249,Mutamba 8,2019-02-27,0,1,POINT (29.9668788527499 -20.3240659645709),29.96687885,-20.32406596,12,Ammon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-638b,254,IPIS,IPIS - ZELA 2019,zwemine00250,Road mine ,2019-02-27,0,1,POINT (30.0840767404977 -20.3802011497852),30.08407674,-20.38020115,19,Nil township,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
